作品id,作品名,人物id,名字,朝代,时期,国家,文体,写作时间,创作背景,内容简介,相关作品,相关人物,相关地点,相关事件,诗歌全文,sentiment1,sentiment2
13,《吴孙皓初童谣》,167,东吴童谣,东吴,东吴,,五言古体诗,,三国时代东吴百姓反对吴王孙皓（公元264至280年在位）迁都武昌而作的歌谣，在当时的东吴百姓中广泛流传。,透露出了人民的苦难、怨恨和不平。童谣正是通过向往建业、远避武昌这种直率的语言责孙皓。,,,建业,,"宁饮建业水，不食武昌鱼。
宁还建业死，不止武昌居。",思,悲
20,《献诗》,126,薛莹,东吴,东吴,,四言古体诗,两汉,,,,,,,"惟臣之先，昔仕于汉。奕世绵绵，颇涉台观。暨臣父综，遭时之难。
卯金失御，邦家毁乱。适兹我土，庶存孑遗。天启其心，东南是归。
厥初流隶，困于蛮垂。大皇开基，恩德远施。特蒙招命，拯擢泥污。
释放巾褐，受职剖符。作守合浦，在海之隅。迁入京辇，遂升极枢。
枯瘁更荣，绝统复纪。自微而显，非愿之始。亦惟宠遇，心存足止。
重值文皇，建号东宫。乃作少傅，光华益隆。明明圣嗣，至德谦崇。
礼遇兼加，惟渥惟丰。哀哀先臣，念竭其忠。洪恩未报，委世以终。
嗟臣蔑贱，惟昆及弟。幸生幸育，托综遗体。过庭既训，顽蔽难启。
堂构弗克，志存耦耕。岂悟圣朝，仁泽流盈。追录先臣，悯共无成。
是济是拔，被以殊荣。珝忝千里，受命南征。旌旗备物，金革扬声。
及臣斯陋，实暗实微。既显前轨，人物之机。复傅东宫，继世荷辉。
才不逮先，是忝是违。乾德博好，文雅是贵。追悼亡臣，冀存遗类。
如何愚胤，曾无仿佛。瞻彼旧宠，顾此顽虚。孰能忍愧，臣实与居。
夙夜反侧，克民自论。父子兄弟，累世蒙恩。死惟结草，生誓杀身。
虽则灰陨，无报万分。",忧,怒
61,《答贾九州愁诗》,17,郭璞,东晋,东晋,,四言古体诗,,,,,,,,广莫戒寒，玄英启谢。感彼时变，悲此物化。独步闲朝，哀叹静夜。德非颜原，屡空蓬舍。轻服御冬，蓝褐当夏。正未墨突，逝将命驾。幸赖吾贤，少以慰藉。顾瞻中宇，一朝分崩。天网既紊，浮鲵横腾。运首北眷，邈哉华恒。虽欲凌翥，矫翮靡登。俯惧潜机，仰虑飞罾。惟其崄哀，难辛备曾。庶睎河清，混焉未澄。自我徂迁，周之阳月。乱离方焮，忧虞匪歇。四极虽遥，息驾靡脱。愿言齐衡，庶几契阔。虽云暗投，圭璋特达。绵驹之变，何有胡越。子固乔楚，我伊罗葛。无贵香明，终自?渴。未若遗荣，閟情丘壑。逍游永年，抽簪收发。,悲,思
69,《与王使君诗》,17,郭璞,东晋,东晋,,四言古体诗,,,,,,,,"道有亏盈，运亦凌替。
茫茫百六，孰知其弊。
蠢蠢中华，遘此虐戾。
遗黎其咨，天未忘惠。
云谁之眷，在我命代。",悲,思
70,《南林弹诗》,23,桓玄,东晋,东晋,,五言古体诗,,,,,,,,"散带蹑良驷，挥弹出长林。
归翮赴旧栖，乔木转翔禽。
轻丸承条源，纤缴截云寻。
落羽寻绝响，屡中转应心。",思,乐
78,《赠温峤诗》,65,孙绰,东晋,东晋,,四言古体诗,,,,,,,,大朴无像，钻之者鲜。玄风虽存，微言靡演。邈矣哲人，测深钩缅。谁谓道辽，得之无远。既综幽纪，亦理俗罗。神濯无浪，形浑俗波。颖非我朗，贵在光和。振翰梧摽，翻飞丹霞。爰在冲乱，质嶷韵令。长崇简易，业大德盛。体与荣辞，迹与化竞。经纬天维，翼亮皇政。狡哉不臣，拒顺称兵。矫矫君侯，杖钺斯征。鲸鲵悬鳃，灵浒载清。净能弘道，动□功成。无则无慕，有必有希。仰荫风云，自同兰夷。辞以运情，情诣名遗。忘其言往，鉴诸旨归。,乐,思
79,《赠谢安诗》,65,孙绰,东晋,东晋,,四言古体诗,,,,,,,,"缅哉冥古，邈矣上皇。夷明太素，结纽灵纲。不有其一，二理曷彰。幽源散流，玄风吐芳。芳扇则歇，流引则远。朴以凋残，实由英剪。捷径交轸，荒涂莫践。超哉冲悟，乘云独反。青松负雪，白玉经飙。鲜藻弥映，素质逾昭。凝神内湛，未醨一浇。遂从雅好，高跱九霄。洋洋浚泌，蔼蔼丘园。庭无乱辙，室有清弦。足不越疆，谈不离玄。心凭浮云，气齐皓然。仰咏道诲，俯膺俗教。天生而静，物诱则躁。
全由抱朴，灾生发窍。成归前识，孰能默觉。暧暧幽人，藏器掩曜。涉易知损，栖才测妙。交存风流，好因维絷。自我不遘，寒暑三袭。汉文延贾，知其弗及。戴生之黄，不觉长揖。与尔造玄，迹未偕入。鸣翼既舒，能不鹤立。整翰望风，庶同遥集。",乐,思
81,《表哀诗》,65,孙绰,东晋,东晋,,四言古体诗,,,,,,,,茫茫太极，赋授理殊。咨生不辰，仁考夙徂。微微冲弱，眇眇偏孤。叩心昊苍，痛贯黄墟。肃我以义，鞠我以仁。严迈商风，思洽阳春。昔闻邹母，勤教善分。懿矣慈妣，旷世齐运。嗟予小子，譬彼土粪。俯愧陋质，仰忝高训。悠悠玄运，四气错序。自我酷痛，载离寒暑。寥寥空堂，寂寂响户。尘蒙几筵，风生栋宇。感昔有恃，望晨迟颜。婉娈怀袖，极愿尽欢。奈何慈妣，归体幽埏。酷矣痛深，剖髓摧肝。,思,悲
83,《与诸兄弟方山别诗》,69,王彪之,东晋,东晋,,五言古体诗,,,,,,,,"脂车总驰轮，泛舟理飞棹。
丝染墨悲叹，路歧杨感悼。",思,悲
88,《兰亭诗二首》,82,王羲之,东晋,东晋,,古体诗,,,,,,,,代谢鳞次，忽焉以周。欣此暮春，和气载柔。咏彼舞雩，异世同流。乃携齐契，散怀一丘。仰视碧天际，俯瞰渌水滨。寥阒无涯观，寓目理自陈。大矣造化工，万殊莫不均。群籁虽参差，适我无非亲。,思,悲
90,《兰亭诗》,82,王羲之,东晋,东晋,,五言古体诗,,,,,,,,"【其一】
代谢鳞次，忽焉以周。
欣此暮春，和气载柔。
咏彼舞雩，异世同流。
迤携齐契，散怀一丘。
【其二】
悠悠大象运，轮转无停际。
陶化非吾因，去来非吾制。
宗统竟安在，即顺理自泰。
有心未能悟，适足缠利害。
未若任所遇，逍遥良辰会。
【其三】
三春启群品，寄畅在所因。
仰望碧天际，俯磐绿水滨。
寥朗无厓观，寓目理自陈。
大矣造化功，万殊莫不均。
群籁虽参差，适我无非新。
【其四】
猗与二三子，莫匪齐所托。
造真探玄根，涉世若过客。
前识非所期，虚室是我宅。
远想千载外，何必谢曩昔。
相与无相与，形骸自脱落。
【其五】
鉴明去尘垢，止则鄙吝生。
体之固未易，三觞解天刑。
方寸无停主，矜伐将自平。
虽无丝与竹，玄泉有清声。
虽无啸与歌，咏言有馀馨。
取乐在一朝，寄之齐千龄。
【其六】
合散固其常，修短定无始。
造新不暂停，一往不再起。
于今为神奇，信宿同尘滓。
谁能无此慨，散之在推理。
言立同不朽，河清非所俟。",悲,思
100,《兰亭诗二首》,107,谢安,东晋,东晋,,古体诗,,,,,,,,"【其一】
伊昔先子，有怀春游。
契兹言执，寄傲林丘。
森森连岭，茫茫原畴。
回霄垂雾，凝泉散流。
【其二】
相与欣佳节，率尔同褰裳。
薄云罗阳景，微风翼轻航。
醇醑陶丹府，兀若游羲唐。
万殊混一理，安复觉彭殇。",思,乐
101,《与王胡之诗》,107,谢安,东晋,东晋,,四言古体诗,,,,,,,,"【其一】
鲜冰玉凝。遇阳则消。
素雪珠丽。洁不崇朝。
膏以朗煎。兰由芳凋。
哲人悟之。和任不摽。
外不寄傲。内润琼瑶。
如彼潜鸿。拂羽雪霄。
【其二】
内润伊何。亹亹仁通。
拂羽伊何。高栖梧桐。
颉颃应木。婉转虵龙。
我虽异迹。及尔齐踪。
思乐神崖。悟言机峰。
【其三】
绣云绮构。丹霞增辉。
蒙泛仰映。扶桑散蕤。
吾贤领隽。迈俗凤飞。
含章秀起。坦步远遗。
【其四】
余与仁友。不涂不笱。
默匪严穴。语无滞事。
栎不辞社。周不骇吏。
纷动嚣医。领之在识。
会感者圆。妙得者意。
我鉴其同。物睹其异。
【其五】
往化转落。运萃勾芒。
仁风虚降。与时抑扬。
兰栖湛露。竹带素霜。
蕊点朱的。薰流清芳。
触地儛雩。遇流濠梁。
投纶同咏。褰褐俱翔。
【其六】
朝乐朗日，啸歌丘林。
夕玩望舒，入室鸣琴。
五弦清激，南风披襟。
醇醪淬虑。微言洗心。
幽畅者谁。在我赏音。",思,乐
102,《诫族子诗》,111,谢混,东晋,东晋,,五言古体诗,,,,,,,,"康乐诞通度，实有名家韵。
若加绳染功，剖莹乃琼瑾。
宣明体远识，颖达且沈隽。
若能去方执，穆穆三才顺。
阿多标独解，弱冠纂华胤。
质胜诫无文，基尚又能峻。
通远怀清悟，采采标兰讯。
直辔鲜不踬，抑用解偏吝。
微子基微尚，无倦由慕蔺。
勿轻一篑少，进往必千仞。
数子勉之哉，风流由尔振。
如不犯所知，此外无所慎。",忧,乐
103,《游西池诗》,111,谢混,东晋,东晋,,五言古体诗,,,,,,,,"悟彼蟋蟀唱，信此劳者歌。
有来岂不疾，良游常蹉跎。
逍遥越城肆，愿言屡经过。
回阡被陵阙，高台眺飞霞。
惠风荡繁囿，白云屯曾阿。
景昃鸣禽集，水木湛清华。
褰裳顺兰沚，徙倚引芳柯。
美人愆岁月，迟暮独如何。
无为牵所思，南荣戒其多。",思,悲
110,《还旧园作见颜范二中书》,113,谢灵运,东晋,东晋,,五言古体诗,,,,,,,,"辞满岂多秩，谢病不待年。
偶与张邴合，久欲还东山。
圣灵昔回眷，微尚不及宣。
何意冲飙激，烈火纵炎烟。
焚玉发昆峯，余燎遂见迁。
投沙理既迫，如邛愿亦愆。
长与欢爱别，永绝平生缘。
浮舟千仞壑，揔辔万寻巅。
流沫不足险，石林岂为艰！
闽中安可处，日夜念归旋。
事踬两如直，心惬三避贤。
托身青云上，栖岩挹飞泉。
盛明荡氛昏，贞休康屯邅。
殊方咸成贷，微物豫采甄。
感深操不固，质弱易版缠。
曾是反昔园，语往实款然。
曩基即先筑，故池不更穿。
果木有旧行，壤石无远延。
虽非休憩地，聊取永日闲。
卫生自有经，息阴谢所牵。
夫子照情素，探怀授往篇。",思,悲
111,《初发石首城》,113,谢灵运,东晋,东晋,,五言古体诗,,,,,,石首城、石头城,,"白珪尚可磨，斯言易为缁。
虽抱中孚爻，犹劳贝锦诗。
寸心若不亮，微命察如丝。
日月垂光景，成贷遂兼兹。
出宿薄京畿，晨装抟鲁飔。
重经平生别，再与朋知辞。
故山日已远，风波岂还时。
苕苕万里帆，茫茫终何之？
游当罗浮行，息必庐霍期。
越海凌三山，游湘历九嶷。
钦圣若旦暮，怀贤亦凄其。
皎皎明发心，不为岁寒欺。",思,悲
116,《兰亭诗二首》,116,谢万,东晋,东晋,,古体诗,,,,,,,,"【其一】
肆眺崇阿，寓目高林。
青萝翳岫，修竹冠岑。
谷流清响，条鼓鸣音。
玄崿吐润，霏雾成阴。
【其二】
司冥卷阴旗，句芒舒阳旌。
灵液被九区，光风扇鲜荣。
碧林辉英翠，红葩擢新茎。
翔禽抚翰游，腾鳞跃清泠。",乐,思
130,《南州桓公九井作诗》,134,殷仲文,东晋,东晋,,五言古体诗,,,,,,,,"四运虽鳞次，理化各有准。
独有清秋日，能使高兴尽。
景气多明远，风物自凄紧。
夹籁惊幽律，哀壑叩虚牝。
岁寒无早秀，浮荣甘夙陨。
何以标贞脆，薄言寄松菌。
哲匠感萧晨，肃此尘外轸。
广筵散泛爱，逸爵纡胜引。
伊余乐好仁，惑祛吝亦泯。
猥首阿衡朝，将贻匈奴哂。",悲,思
137,《三月三日临曲水诗》,137,庾阐,东晋,东晋,,五言古体诗,,,,,,,,"暮春濯清汜，游鳞泳一壑。
高泉吐东岑，洄澜自净荥。
临川叠曲流，丰林映绿薄。
轻舟沈飞觞，鼓枻观鱼跃。",乐,思
138,《三月三日诗》,137,庾阐,东晋,东晋,,五言古体诗,,,,,,,,"心结湘川渚，目散冲霄外。
清泉吐翠流，渌醽漂素濑。
悠想盻长川，轻澜渺如带。",思,乐
162,《拟客从远方来》,1,鲍令晖,南朝,刘宋,,五言古体诗,,,《古诗十九首》中有《客从远方来》一篇，叙述夫妇间的执着相思和忠贞爱情。我推想女诗人鲍令晖所拟即为此篇，经过她的创造、发挥，集中地抒发了夫妻间两地相思的笃诚情好，特别是妻子对远方丈夫所表现的坚贞和忠诚。,《古诗十九首》,,,,客从远方来，赠我漆鸣琴。木有相思文，弦有别离音。终身执此调，岁寒不改心。愿作阳春曲，宫商长相寻。,思,乐
163,《寄行人诗》,1,鲍令晖,南朝,刘宋,,五言古体诗,,是作者隐居建康城内时所作，诗人的丈夫在外参军，而她的兄长也以离去，不由的思念，遂题此诗。,《寄行人》是南北朝代诗人鲍令晖创作的一首五言绝句。这是一首闺情离思的艳诗，诗前两句写花开春天的到来，描绘初春美好时光；后两句写离别的寂寞、哀楚，期盼归来；诗人用拟人的手法细微地表达出内心的幽怨，此诗构思新颖、含蓄委婉，情意绵绵，不落俗套。,,,,,"桂吐两三枝，兰开四五叶。
是时君不归，春风徒笑妾。",思,悲
165,《代出自蓟北门行》,2,鲍照,南朝,刘宋,,乐府诗,,,《代出自蓟北门行》是乐府旧题，属杂曲歌辞。此诗通过边庭紧急战事和边境恶劣环境的渲染，突出表现了壮士从军卫国、英勇赴难的壮志和激情。,,,,,羽檄起边亭，烽火入咸阳。征师屯广武，分兵救朔方。严秋筋竿劲，虏阵精且强。天子按剑怒，使者遥相望。雁行缘石径，鱼贯度飞梁。箫鼓流汉思，旌甲被胡霜。疾风冲塞起，沙砾自飘扬。马毛缩如蝟，角弓不可张。时危见臣节，世乱识忠良。投躯报明主，身死为国殇。,怒,忧
166,《代陈思王白马篇》,2,鲍照,南朝,刘宋,,五言古体诗,,,,,,,,白马骍角弓。鸣鞭乘北风。要途问边急。杂虏入云中。闭壁自往夏。清野径还冬。侨装多阙绝。旅服少裁缝。埋身守汉境。沈命对胡封。薄暮塞云起。飞沙被远松。含悲望两都。楚歌登四墉。丈夫设计误。怀恨逐边戎。弃别中国爱。要冀胡马功。去来今何道。卑贱生所钟。但令塞上儿。知我独为雄。,悲,忧
167,《还都至三山望石头城诗》,2,鲍照,南朝,刘宋,,五言古体诗,,,,,,,,泉源安首流。川末澄远波。晨光被水族。晓气歇林阿。两江皎平逈。三山郁骈罗。南帆望越峤。北榜指齐河。关扃绕天邑。襟带抱尊华。长城非壑崄。峻岨似荆芽。攒楼贯白日。摛堞隐丹霞。征夫喜观国。游子迟见家。流连入京引。踯躅望乡歌。弥前叹景促。逾近勌路多。偕萃犹如兹。弘易将谓何。,思,悲
